Código da IES;Nome da IES;Sigla da IES;Org. Acadêmica;Categ. Administrativa;UF da IES;Nº de Cursos com CPC no Triênio;alfa (Proporção de Graduandos);Conceito médio da Graduação;beta (Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;gama (Proporção de Doutorandos - Equivalente);Conceito Médio do doutorado;IGC (Contínuo);IGC (Faixa)
1434;Centro Universitário de Itapira;Ceunit;Centro Universitário;Privada Com Fins Lucrativos;SP;7;1;2,483834356;0;0;0;0;2,483834356;3
1436;ESCOLA SUPERIOR BATISTA DO AMAZONAS;ESBAM;Faculdade;Privada Com Fins Lucrativos;AM;11;1;2,130003569;0;0;0;0;2,130003569;3
1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;ESRC;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,403933185;0;0;0;0;2,403933185;3
1438;FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS;FACAMP;Faculdade;Privada Com Fins Lucrativos;SP;2;1;3,376677904;0;0;0;0;3,376677904;4
1439;FACULDADE DE CIÊNCIAS ECONÔMICAS;FACAMP;Faculdade;Privada Com Fins Lucrativos;SP;5;1;2,785206191;0;0;0;0;2,785206191;3
1440;INSTITUTO APHONSIANO DE ENSINO SUPERIOR;IAESUP;Faculdade;Privada Com Fins Lucrativos;GO;4;1;2,829982423;0;0;0;0;2,829982423;3
1441;FACULDADE DE TECNOLOGIA DO PIAUÍ;FATEPI;Faculdade;Privada Com Fins Lucrativos;PI;2;1;2,632506016;0;0;0;0;2,632506016;3
1442;FACULDADE DE DIREITO DE TANGARÁ DA SERRA;;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;MT;1;1;2,130890933;0;0;0;0;2,130890933;3
1443;FACULDADE NACIONAL;FINAC;Faculdade;Privada Com Fins Lucrativos;ES;2;1;1,800765246;0;0;0;0;1,800765246;2
1444;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA;FIEL;Faculdade;Privada Sem Fins Lucrativos;SP;11;1;2,426475404;0;0;0;0;2,426475404;3
1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;CEUN-IMT;Centro Universitário;Privada Sem Fins Lucrativos;SP;12;1;2,970512983;0;0;0;0;2,970512983;4
1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;UNIPLAN;Centro Universitário;Privada Com Fins Lucrativos;DF;20;1;2,31316651;0;0;0;0;2,31316651;3
1449;FACULDADE DE IBAITI;FEATI;Faculdade;Privada Sem Fins Lucrativos;PR;4;1;2,949187808;0;0;0;0;2,949187808;4
1450;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO;UNICERP;Centro Universitário;Privada Sem Fins Lucrativos;MG;15;1;2,649910361;0;0;0;0;2,649910361;3
1452;FACULDADE PITÁGORAS DO MARANHÃO;;Faculdade;Privada Com Fins Lucrativos;MA;8;1;2,547408006;0;0;0;0;2,547408006;3
1454;FACULDADE SALESIANA DO NORDESTE;FASNE;Faculdade;Privada Sem Fins Lucrativos;PE;4;1;2,713725131;0;0;0;0;2,713725131;3
1455;FACULDADE SANTÍSSIMO SACRAMENTO;FSSS;Faculdade;Privada Sem Fins Lucrativos;BA;5;1;2,394511274;0;0;0;0;2,394511274;3
1456;FACULDADE ANHANGUERA DE SERTÃOZINHO;FASERT;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,457484459;0;0;0;0;2,457484459;3
1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;ESTÁCIO EUROPAN;Faculdade;Privada Com Fins Lucrativos;SP;8;1;2,445924908;0;0;0;0;2,445924908;3
1459;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FUCAMP;Faculdade;Privada Sem Fins Lucrativos;MG;7;1;2,401637544;0;0;0;0;2,401637544;3
1461;FACULDADE DE TECNOLOGIA E CIÊNCIAS;FTC SALVADOR;Faculdade;Privada Com Fins Lucrativos;BA;20;1;2,884314192;0;0;0;0;2,884314192;3
1462;INSTITUTO PARAIBANO DE ENSINO RENOVADO;INPER;Faculdade;Privada Com Fins Lucrativos;PB;5;1;2,152900288;0;0;0;0;2,152900288;3
1463;FACULDADE ALFACASTELO;FCGB;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,336414754;0;0;0;0;2,336414754;3
1465;FACULDADE DE RIBEIRÃO PRETO;AFARP;Faculdade;Privada Com Fins Lucrativos;SP;11;1;2,159281884;0;0;0;0;2,159281884;3
1467;FACULDADE CENECISTA DE VILA VELHA;FACEVV;Faculdade;Privada Sem Fins Lucrativos;ES;1;1;2,140331738;0;0;0;0;2,140331738;3
1468;FACULDADE ESAMC UBERLÂNDIA;ESAMC;Faculdade;Privada Com Fins Lucrativos;MG;7;1;2,13379176;0;0;0;0;2,13379176;3
1469;FACULDADE CESUSC;;Faculdade;Privada Com Fins Lucrativos;SC;4;1;3,072917736;0;0;0;0;3,072917736;4
1472;CENTRO UNIVERSITÁRIO LEONARDO DA VINCI;UNIASSELVI;Centro Universitário;Privada Com Fins Lucrativos;SC;32;1;2,702533432;0;0;0;0;2,702533432;3
1476;FACULDADE DE COMUNICAÇÃO E DESIGN  OSWALDO CRUZ;;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,408658455;0;0;0;0;2,408658455;3
1477;FACULDADE MICHELANGELO;MICHELANGELO;Faculdade;Privada Sem Fins Lucrativos;DF;12;1;1,693966632;0;0;0;0;1,693966632;2
1478;FACULDADE ANHANGUERA DE SÃO BERNARDO;;Faculdade;Privada Com Fins Lucrativos;SP;11;1;2,202840511;0;0;0;0;2,202840511;3
1484;FACULDADE IBMEC;IBMEC;Faculdade;Privada Com Fins Lucrativos;MG;5;1;3,398393339;0;0;0;0;3,398393339;4
1486;FACULDADE ESTÁCIO DE SÁ DE VITÓRIA;FESV;Faculdade;Privada Com Fins Lucrativos;ES;9;1;3,265577375;0;0;0;0;3,265577375;4
1487;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO;UNIDOM - BOSCO;Centro Universitário;Privada Com Fins Lucrativos;PR;9;1;2,469330512;0;0;0;0;2,469330512;3
1488;FACULDADE PARAÍSO;FAP;Faculdade;Privada Com Fins Lucrativos;RJ;8;1;1,965977783;0;0;0;0;1,965977783;3
1490;CENTRO UNIVERSITÁRIO DE JAGUARIÚNA;FAJ;Centro Universitário;Privada Com Fins Lucrativos;SP;22;1;3,048054461;0;0;0;0;3,048054461;4
1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Centro Universitário;Privada Com Fins Lucrativos;PR;30;0,998452187;2,800613835;0,001547813;4,316513761;0;0;2,802960164;3
1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada Com Fins Lucrativos;MG;14;1;2,582971475;0;0;0;0;2,582971475;3
1493;CENTRO UNIVERSITÁRIO ALVES FARIA;ALFA;Centro Universitário;Privada Com Fins Lucrativos;GO;15;0,972363946;2,196301752;0,027636054;4;0;0;2,246148855;3
1494;CENTRO UNIVERSITÁRIO CATÓLICO DE VITÓRIA;;Centro Universitário;Privada Sem Fins Lucrativos;ES;18;1;3,190855366;0;0;0;0;3,190855366;4
1496;FACULDADE ESTÁCIO DE SÁ DE VILA VELHA;FESVV;Faculdade;Privada Com Fins Lucrativos;ES;3;1;3,039044663;0;0;0;0;3,039044663;4
1497;FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO;FASC;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;1,93880577;0;0;0;0;1,93880577;2
1498;INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA;FAVI;Faculdade;Privada Com Fins Lucrativos;ES;5;1;2,302337241;0;0;0;0;2,302337241;3
1499;FACULDADE ANHANGUERA DE TABOÃO DA SERRA;FATS;Faculdade;Privada Com Fins Lucrativos;SP;10;1;2,069380744;0;0;0;0;2,069380744;3
1500;FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU;FAESI;Faculdade;Privada Com Fins Lucrativos;PR;7;1;2,276487618;0;0;0;0;2,276487618;3
1501;FACULDADE LATINO AMERICANA DE EDUCAÇÃO;FLATED;Faculdade;Privada Sem Fins Lucrativos;CE;2;1;2,228260669;0;0;0;0;2,228260669;3
1502;FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ;;Faculdade;Privada Com Fins Lucrativos;SP;9;1;2,141039836;0;0;0;0;2,141039836;3
1503;FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA;FALEC;Faculdade;Privada Sem Fins Lucrativos;PR;4;1;2,346527223;0;0;0;0;2,346527223;3
1504;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ;UNINASSAU MACEIÓ;Centro Universitário;Privada Sem Fins Lucrativos;AL;17;1;2,213144969;0;0;0;0;2,213144969;3
1506;Faculdade CNEC Itajaí;;Faculdade;Privada Sem Fins Lucrativos;SC;3;1;3,014048013;0;0;0;0;3,014048013;4
1507;FACULDADE PROJEÇÃO DE CEILÂNDIA;FAPRO;Faculdade;Privada Sem Fins Lucrativos;DF;8;1;3,014963385;0;0;0;0;3,014963385;4
1508;Centro Universitário Metropolitano de Maringá;UNIFAMMA;Centro Universitário;Privada Com Fins Lucrativos;PR;9;1;2,707862131;0;0;0;0;2,707862131;3
1509;Centro Universitário Estácio de Belo Horizonte - Estácio BH;ESTÁCIO BH;Centro Universitário;Privada Com Fins Lucrativos;MG;19;1;2,726643675;0;0;0;0;2,726643675;3
1510;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;;Centro Universitário;Privada Com Fins Lucrativos;SC;16;1;2,69240822;0;0;0;0;2,69240822;3
1513;INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO;ICF;Faculdade;Privada Com Fins Lucrativos;PI;7;1;2,173405363;0;0;0;0;2,173405363;3
1514;FACULDADE VALE DO CRICARÉ;F.V.C.;Faculdade;Privada Sem Fins Lucrativos;ES;7;0,846418057;2,47063143;0,153581943;4;0;0;2,705514826;3
1515;FACULDADE DE EDUCAÇÃO DE PORTO VELHO;UNIRON;Faculdade;Privada Com Fins Lucrativos;RO;2;1;2,741753886;0;0;0;0;2,741753886;3
1516;FACULDADE DE VINHEDO;FV;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,055381136;0;0;0;0;2,055381136;3
1518;FACULDADE ANHANGUERA DE TAGUATINGA;;Faculdade;Privada Com Fins Lucrativos;DF;4;1;2,223218189;0;0;0;0;2,223218189;3
1519;FACULDADE DE PATO BRANCO;FADEP;Faculdade;Privada Com Fins Lucrativos;PR;14;1;2,724449188;0;0;0;0;2,724449188;3
1520;FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS;FFIA;Faculdade;Privada Sem Fins Lucrativos;SP;1;0,650442478;4,201811135;0,349557522;4;0;0;4,131266535;5
1521;FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;Faculdade;Privada Com Fins Lucrativos;PA;11;1;2,677667546;0;0;0;0;2,677667546;3
1523;FACULDADE DE DIREITO FRANCISCO BELTRÃO;CESUL;Faculdade;Privada Com Fins Lucrativos;PR;1;1;3,353379164;0;0;0;0;3,353379164;4
1524;FACULDADES INTEGRADAS OLGA METTIG;FAMETTIG;Faculdade;Privada Com Fins Lucrativos;BA;1;1;2,569451818;0;0;0;0;2,569451818;3
1530;FACULDADE CENECISTA DE JOINVILLE - FACE;FCJ;Faculdade;Privada Sem Fins Lucrativos;SC;4;1;2,46505265;0;0;0;0;2,46505265;3
1532;FACULDADE DE SERTÃOZINHO;;Faculdade;Privada Sem Fins Lucrativos;SP;3;1;2,04041009;0;0;0;0;2,04041009;3
1535;Faculdade de Pinhais;FAPI;Faculdade;Privada Sem Fins Lucrativos;PR;3;1;2,081713438;0;0;0;0;2,081713438;3
1536;FACULDADE DE TELÊMACO BORBA;FATEB;Faculdade;Privada Com Fins Lucrativos;PR;7;1;2,243105265;0;0;0;0;2,243105265;3
1538;CENTRO UNIVERSITARIO PROJEÇÃO;UNIPROJEÇÃO;Centro Universitário;Privada Sem Fins Lucrativos;DF;14;1;3,260235487;0;0;0;0;3,260235487;4
1540;INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA;IESUR;Faculdade;Privada Sem Fins Lucrativos;RO;5;1;2,478414239;0;0;0;0;2,478414239;3
1541;FACULDADE FLAMINGO;;Faculdade;Privada Com Fins Lucrativos;SP;16;1;2,103622068;0;0;0;0;2,103622068;3
1542;CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;Centro Universitário;Privada Sem Fins Lucrativos;RJ;17;1;2,603301907;0;0;0;0;2,603301907;3
1544;FACULDADE DECISÃO;FADEC;Faculdade;Privada Com Fins Lucrativos;SC;1;1;2,165068525;0;0;0;0;2,165068525;3
1545;FACULDADE DE BOITUVA;FIB;Faculdade;Privada Sem Fins Lucrativos;SP;4;1;2,524663343;0;0;0;0;2,524663343;3
1546;FACULDADE DE EDUCAÇÃO SÃO FRANCISCO;FAESF;Faculdade;Privada Sem Fins Lucrativos;MA;6;1;2,41703462;0;0;0;0;2,41703462;3
1547;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;ESTÁCIO FMJ;Faculdade;Privada Com Fins Lucrativos;CE;3;1;2,784043665;0;0;0;0;2,784043665;3
1552;FACULDADE UNINASSAU PARNAÍBA;;Faculdade;Privada Com Fins Lucrativos;PI;8;1;2,669451388;0;0;0;0;2,669451388;3
1554;FACULDADES INTEGRADAS DO VALE DO RIBEIRA;FIVR;Faculdade;Privada Com Fins Lucrativos;SP;19;1;2,56811173;0;0;0;0;2,56811173;3
1556;CENTRO UNIVERSITÁRIO SETE DE SETEMBRO;UNI7;Centro Universitário;Privada Com Fins Lucrativos;CE;11;0,988016777;2,988736194;0,011983223;4;0;0;3,000854395;4
1557;UNIVERSIDADE FUMEC;FUMEC;Universidade;Privada Sem Fins Lucrativos;MG;33;0,923843973;2,602666329;0,069508261;4,402284264;0,006647766;4,5;2,740367672;3
1558;Faculdade Doctum de João Monlevade;DOCTUM;Faculdade;Pessoa Jurídica De Direito Privado - Sem Fins Lucrativos;MG;4;1;2,82202308;0;0;0;0;2,82202308;3
1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO;UNESC;Centro Universitário;Privada Sem Fins Lucrativos;ES;19;1;2,881663702;0;0;0;0;2,881663702;3
1561;FACULDADE ESAMC SOROCABA;ESAMC;Faculdade;Privada Com Fins Lucrativos;SP;14;1;2,737255076;0;0;0;0;2,737255076;3
1562;FACULDADE DE ILHA SOLTEIRA;FAISA;Faculdade;Privada Sem Fins Lucrativos;SP;2;1;2,424884263;0;0;0;0;2,424884263;3
1563;CENTRO UNIVERSITÁRIO UNINOVAFAPI;UNINOVAFAPI;Centro Universitário;Privada Com Fins Lucrativos;PI;15;0,990885216;3,121840514;0,009114784;4;0;0;3,129844748;4
1564;FACULDADE SUL FLUMINENSE;FASF;Faculdade;Privada Com Fins Lucrativos;RJ;3;1;2,775512835;0;0;0;0;2,775512835;3
1565;FACULDADE UNIME DE CIÊNCIAS JURÍDICAS;FCJ;Faculdade;Privada Com Fins Lucrativos;BA;1;1;1,264365502;0;0;0;0;1,264365502;2
1567;FACULDADE VIZINHANÇA VALE DO IGUAÇU;VIZIVALI;Faculdade;Pessoa Jurídica De Direito Público - Municipal;PR;1;1;1,812372881;0;0;0;0;1,812372881;2
1568;FACULDADES DOCTUM DE CARATINGA;DOCTUM;Faculdade;Privada Sem Fins Lucrativos;MG;6;1;2,632512129;0;0;0;0;2,632512129;3
1569;FACULDADES INTEGRADAS DE ARARAQUARA;FIAR;Faculdade;Privada Sem Fins Lucrativos;SP;6;1;2,256689154;0;0;0;0;2,256689154;3
1571;FACULDADE UNIME DE CIÊNCIAS SOCIAIS;FCS;Faculdade;Privada Com Fins Lucrativos;BA;6;1;2,451223453;0;0;0;0;2,451223453;3
1572;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA;Faculdade;Privada Com Fins Lucrativos;BA;4;1;2,902373487;0;0;0;0;2,902373487;3
1573;FACULDADE ALFREDO NASSER;FAN;Faculdade;Privada Sem Fins Lucrativos;GO;12;1;2,818561817;0;0;0;0;2,818561817;3
1574;FACULDADE EDUCACIONAL DE MEDIANEIRA;UDC Medianeira;Faculdade;Privada Com Fins Lucrativos;PR;4;1;2,90049368;0;0;0;0;2,90049368;3
1575;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;UNIARAXÁ;Centro Universitário;Privada Sem Fins Lucrativos;MG;14;1;2,849955822;0;0;0;0;2,849955822;3
1576;INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS;FASERRA;Faculdade;Privada Sem Fins Lucrativos;ES;1;1;1,675304209;0;0;0;0;1,675304209;2
1577;FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ;FACINOR;Faculdade;Privada Sem Fins Lucrativos;PR;4;1;2,036811514;0;0;0;0;2,036811514;3
1578;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;IFSul;Instituto Federal De Educação, Ciência E Tecnologia;Pública Federal;RS;9;0,875792142;2,891420399;0,124207858;4,225925926;0;0;3,057176472;4
1580;FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES;FACESA;Faculdade;Privada Com Fins Lucrativos;GO;3;1;3,084291926;0;0;0;0;3,084291926;4
1581;FACULDADE DA CIDADE DE SANTA LUZIA;FACSAL;Faculdade;Privada Sem Fins Lucrativos;MG;4;1;2,06046587;0;0;0;0;2,06046587;3
1583;FACULDADE DE TECNOLOGIA DE INDAIATUBA;FATEC-ID;Faculdade;Pública Estadual;SP;4;1;2,53286867;0;0;0;0;2,53286867;3
1584;FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ;FATEC GT;Faculdade;Pública Estadual;SP;5;1;2,600887454;0;0;0;0;2,600887454;3
1585;FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS;FEAN;Faculdade;Privada Com Fins Lucrativos;SC;4;1;2,449476301;0;0;0;0;2,449476301;3
1586;UNIVERSIDADE DO VALE DO SAPUCAÍ;UNIVÁS;Universidade;Privada Sem Fins Lucrativos;MG;17;0,892518146;2,446420603;0,075656058;4,409395973;0,031825796;4,5;2,66028838;3
1587;FACULDADES INTEGRADAS DE TANGARÁ DA SERRA;FITS;Faculdade;Privada Com Fins Lucrativos;MT;3;1;2,256721967;0;0;0;0;2,256721967;3
1590;FACULDADE ESTÁCIO DE SÃO LUÍS;ESTÁCIO SÃO LUÍS;Faculdade;Privada Com Fins Lucrativos;MA;9;1;2,583246093;0;0;0;0;2,583246093;3
1591;FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ;ESTÁCIO MACAPÁ;Faculdade;Privada Sem Fins Lucrativos;AP;10;1;2,52377122;0;0;0;0;2,52377122;3
1592;FACULDADE DE ODONTOLOGIA DE MANAUS;FOM;Faculdade;Privada Sem Fins Lucrativos;AM;1;1;0,694694983;0;0;0;0;0,694694983;1
1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada Com Fins Lucrativos;MG;13;1;2,683763032;0;0;0;0;2,683763032;3
1599;CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES;UNIPTAN;Centro Universitário;Privada Com Fins Lucrativos;MG;5;1;3,152253792;0;0;0;0;3,152253792;4
1600;INSTITUTO DE CIÊNCIAS DA SAÚDE;ICS;Faculdade;Privada Sem Fins Lucrativos;MG;9;1;2,509503344;0;0;0;0;2,509503344;3
1601;FACULDADE CIDADE DE COROMANDEL;FCC;Faculdade;Privada Sem Fins Lucrativos;MG;5;1;2,053288489;0;0;0;0;2,053288489;3
1606;FACULDADES INTEGRADAS DE CASSILÂNDIA;FIC;Faculdade;Privada Com Fins Lucrativos;MS;4;1;1,313250422;0;0;0;0;1,313250422;2
1607;FACULDADE LUTERANA SÃO MARCOS;FALSM;Faculdade;Privada Sem Fins Lucrativos;RS;1;1;2,796497462;0;0;0;0;2,796497462;3
1609;FACULDADE DOS CERRADOS PIAUIENSES;FCP;Faculdade;Privada Com Fins Lucrativos;PI;1;1;2,046202334;0;0;0;0;2,046202334;3
1610;FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA;FAETE;Faculdade;Privada Sem Fins Lucrativos;PI;3;1;2,240564809;0;0;0;0;2,240564809;3
1611;FACULDADE EDUCACIONAL DE ARAPOTI;FATI;Faculdade;Privada Com Fins Lucrativos;PR;2;1;2,52791847;0;0;0;0;2,52791847;3
1612;Faculdade Assis Gurgacz;FAG TOLEDO;Faculdade;Privada Com Fins Lucrativos;PR;13;1;2,900350307;0;0;0;0;2,900350307;3
1613;FACULDADE ADVENTISTA PARANAENSE;IAP;Faculdade;Privada Sem Fins Lucrativos;PR;1;1;2,996158722;0;0;0;0;2,996158722;4
1614;FACULDADE ASTORGA;FAAST;Faculdade;Privada Sem Fins Lucrativos;PR;2;1;2,194383437;0;0;0;0;2,194383437;3
1615;INSTITUTO SUPERIOR DO LITORAL DO PARANÁ;ISULPAR;Faculdade;Privada Sem Fins Lucrativos;PR;4;1;1,956470651;0;0;0;0;1,956470651;3
1618;INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR;IBES;Faculdade;Privada Com Fins Lucrativos;SC;6;1;3,059188494;0;0;0;0;3,059188494;4
1619;FACULDADE DE OLÍMPIA;;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,317642017;0;0;0;0;2,317642017;3
1620;FACULDADE SANTA RITA;FASAR;Faculdade;Privada Com Fins Lucrativos;SP;2;1;2,288684815;0;0;0;0;2,288684815;3
1621;FACULDADE NETWORK;NWK;Faculdade;Privada Com Fins Lucrativos;SP;3;1;2,377783929;0;0;0;0;2,377783929;3
1622;FACULDADE DO INTERIOR PAULISTA;FIP;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;2,015620896;0;0;0;0;2,015620896;3
1623;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA;FCAA;Faculdade;Privada Sem Fins Lucrativos;SP;1;1;1,808518034;0;0;0;0;1,808518034;2
1624;FACULDADE MARECHAL RONDON;FMR;Faculdade;Privada Sem Fins Lucrativos;SP;6;1;2,721189478;0;0;0;0;2,721189478;3
1628;FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ;FACHA;Faculdade;Privada Com Fins Lucrativos;SP;1;NA;0;0;0;0;0;NA;SC
1632;FACULDADE PITÁGORAS DE LONDRINA;;Faculdade;Privada Com Fins Lucrativos;PR;14;1;2,868455167;0;0;0;0;2,868455167;3
1637;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ;FAMA;Faculdade;Privada Com Fins Lucrativos;AL;1;1;1,258659579;0;0;0;0;1,258659579;2
1638;FACULDADE DO AMAZONAS;IAES;Faculdade;Privada Com Fins Lucrativos;AM;1;1;1,99178087;0;0;0;0;1,99178087;3
1639;FACULDADE HÉLIO ROCHA;FHR;Faculdade;Privada Com Fins Lucrativos;BA;3;1;2,314904509;0;0;0;0;2,314904509;3
1640;CENTRO UNIVERSITÁRIO UNICENTRO AGES;;Centro Universitário;Privada Com Fins Lucrativos;BA;15;1;3,417167935;0;0;0;0;3,417167935;4
1641;FACULDADE SOCIAL DA BAHIA;FSBA;Faculdade;Privada Sem Fins Lucrativos;BA;8;1;2,451431525;0;0;0;0;2,451431525;3
1642;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA;FTC;Faculdade;Privada Com Fins Lucrativos;BA;9;1;2,600036639;0;0;0;0;2,600036639;3
1643;FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA;FAT;Faculdade;Privada Sem Fins Lucrativos;BA;11;1;3,438790624;0;0;0;0;3,438790624;4
1644;FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO;FEC;Faculdade;Privada Com Fins Lucrativos;BA;2;1;2,662810311;0;0;0;0;2,662810311;3
1645;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ;FTC;Faculdade;Privada Com Fins Lucrativos;BA;6;1;2,381288322;0;0;0;0;2,381288322;3
1646;FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO;FECIPAR;Faculdade;Pública Municipal;TO;3;1;1,595495265;0;0;0;0;1,595495265;2
1647;FACULDADE DE ENSINO E CULTURA DO CEARÁ;FAECE;Faculdade;Privada Sem Fins Lucrativos;CE;6;1;2,510892528;0;0;0;0;2,510892528;3
1653;FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ;FACEC;Faculdade;Privada Com Fins Lucrativos;ES;2;1;1,081952082;0;0;0;0;1,081952082;2
1655;FACULDADE CENECISTA DE SETE LAGOAS;FCSL;Faculdade;Privada Sem Fins Lucrativos;MG;2;1;2,623057128;0;0;0;0;2,623057128;3
1656;INSTITUTO DE ENSINO SUPERIOR DE TERESINA;IEST;Faculdade;Privada Sem Fins Lucrativos;PI;7;1;2,139783038;0;0;0;0;2,139783038;3
1657;FACULDADE EDUCACIONAL DE DOIS VIZINHOS;FAED;Faculdade;Privada Com Fins Lucrativos;PR;8;1;2,451636288;0;0;0;0;2,451636288;3
1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA;FGF;Faculdade;Privada Com Fins Lucrativos;CE;13;1;2,888126655;0;0;0;0;2,888126655;3
1659;FACULDADE ESTÁCIO DE SÁ DE OURINHOS;FAESO;Faculdade;Privada Com Fins Lucrativos;SP;9;1;2,940128348;0;0;0;0;2,940128348;3
1660;CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA;ESTÁCIO BRASÍLIA;Centro Universitário;Privada Com Fins Lucrativos;DF;12;1;2,948871612;0;0;0;0;2,948871612;4
1661;Faculdade Projeção de Sobradinho;FAPRO;Faculdade;Privada Sem Fins Lucrativos;DF;8;1;2,904460184;0;0;0;0;2,904460184;3
1663;FACULDADE ARAGUAIA;FARA;Faculdade;Privada Com Fins Lucrativos;GO;8;1;2,908979023;0;0;0;0;2,908979023;3
1664;FACULDADE DA SAÚDE E ECOLOGIA HUMANA;FASEH;Faculdade;Privada Com Fins Lucrativos;MG;1;1;2,596282704;0;0;0;0;2,596282704;3
1666;FACULDADE NOVOS HORIZONTES;NOVOS HORIZONTES;Faculdade;Privada Com Fins Lucrativos;MG;9;0,945973496;2,745950438;0,054026504;4;0;0;2,813702351;3
1668;FACULDADE PITÁGORAS DE MINAS GERAIS;;Faculdade;Privada Com Fins Lucrativos;MG;1;1;2,647076108;0;0;0;0;2,647076108;3
1669;INSTITUTO METROPOLITANO DE ENSINO SUPERIOR;IMES;Faculdade;Pessoa Jurídica De Direito Privado - Com Fins Lucrativos;MG;1;1;2,771481381;0;0;0;0;2,771481381;3
1670;FACULDADE ASA DE BRUMADINHO;IECEMB - FAB;Faculdade;Privada Com Fins Lucrativos;MG;3;1;2,966898286;0;0;0;0;2,966898286;4
1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;Faculdade;Privada Sem Fins Lucrativos;PA;9;1;2,906749326;0;0;0;0;2,906749326;3
1675;FACULDADE METROPOLITANA DA GRANDE RECIFE;UNESJ;Faculdade;Privada Sem Fins Lucrativos;PE;14;1;1,954148448;0;0;0;0;1,954148448;3
